# zeta    SD    SD_err
0.0001 0.0 0.0
0.0002 0.0 0.0
0.0003 0.0 0.0
0.0004 0.0 0.0
0.0005 0.0 0.0
0.0006 0.0 0.0
0.0007 0.0 0.0
0.0008 0.0 0.0
0.0009 0.0 0.0
0.001 0.0 0.0
0.0011 0.0 0.0
0.0012 0.0 0.0
0.0013 0.0 0.0
0.0014 0.0 0.0
0.0015 0.0 0.0
0.0016 0.0 0.0
0.0017 0.0 0.0
0.0018 0.0 0.0
0.0019 0.0 0.0
0.002 0.0 0.0
0.0021 0.0 0.0
0.0022 0.0 0.0
0.0023 0.0 0.0
0.0024 0.0 0.0
0.0025 0.0 0.0
0.0026 0.0 0.0
0.0027 0.0 0.0
0.0028 4.8e-07 2.1784614656245174e-08
0.0029 1.3481839637082185e-06 1.0771574448408578e-07
0.003 0.00014045179101741638 7.542441632804507e-06
0.0031 0.00033636927564805917 2.1653185981899604e-05
0.0032 0.0004081859189144084 2.2351077002587117e-05
0.0033 0.0004512072610231356 3.515051859339344e-05
0.0034 0.0005235317587310248 4.568965117186573e-05
0.0035 0.0005506278819674863 4.7823641663274536e-05
0.0036 0.0005952560806913274 2.9313461776820817e-05
0.0037 0.0005395006732155207 4.017671486444295e-05
0.0038 0.0005942969766034486 3.458773235132907e-05
0.0039 0.0005844241322875023 3.474463890194981e-05
0.004 0.0006058591585508962 3.209580526199036e-05
0.0041 0.0005874491583107426 3.628951256510941e-05
0.0042 0.0006151685947770742 3.716796018148351e-05
0.0043 0.0006103863986033765 3.4576674542977385e-05
0.0044 0.0006055496676574102 3.407133124065022e-05
0.0045 0.0006310499152998914 3.30399345031079e-05
0.0046 0.000623673512023719 3.280946968150697e-05
0.0047 0.0006413052505632556 3.1900901984037254e-05
0.0048 0.0006519899078973538 3.512814554440706e-05
0.0049 0.0006542714938005476 3.3730525572260975e-05
0.005 0.0006569343297468934 3.266904713269419e-05
0.0051 0.0006796153017700528 3.369074614943237e-05
0.0052 0.000677298302374958 3.697495923116212e-05
0.0053 0.0006799253903186732 3.8410357568394835e-05
0.0054 0.0006750838943420292 4.053159991277101e-05
0.0055 0.0006923045792135136 3.918061839623401e-05
0.0056 0.0007110069693048023 3.874831451400402e-05
0.0057 0.0007174664747568349 3.724166153119267e-05
0.0058 0.0007208850640705493 4.056513940055734e-05
0.0059 0.0007323532273431995 3.990515061979611e-05
0.006 0.0007453448855395735 3.9625829643588144e-05
0.0061 0.0007425295145649094 4.4187766986139424e-05
0.0062 0.0007611015766637197 4.166991756153348e-05
0.0063 0.0007744299759177715 4.4078941837334414e-05
0.0064 0.0007753934237533873 4.7314220339654794e-05
0.0065 0.0007856115793443984 4.713768605585628e-05
0.0066 0.0008034151258222613 4.079698480505211e-05
0.0067 0.000824938130043702 4.820724069118712e-05
0.0068 0.0008230356794210078 3.929711237056567e-05
0.0069 0.0008419452336108328 4.6185776187522336e-05
0.007 0.0008580125661084458 4.434525413326537e-05
0.0071 0.0008583311053433866 5.339547320466621e-05
0.0072 0.0008777581965439002 5.144885514261852e-05
0.0073 0.0008918293740396759 4.5599819477263705e-05
0.0074 0.0009117208879914949 5.109130428098367e-05
0.0075 0.0009230485976371992 4.8767968640528704e-05
0.0076 0.0009388475275570576 4.827567963396661e-05
0.0077 0.0009503146234800346 4.379930738817592e-05
0.0078 0.0009584593489553951 4.844643029458229e-05
0.0079 0.0009752068203206948 5.591036260913561e-05
0.008 0.0009906428872202132 5.950178308163136e-05
0.0081 0.001010985142521887 5.539596488267886e-05
0.0082 0.0010312265374785505 6.508309231207922e-05
0.0083 0.0010406544173739909 5.8557182161073994e-05
0.0084 0.0010553701083506203 5.0121482249613205e-05
0.0085 0.0010852745217685708 6.026151224700166e-05
0.0086 0.001113985928995515 5.9295153642936095e-05
0.0087 0.001126124580852403 5.687277361288846e-05
0.0088 0.0011339294985139067 6.289051848836291e-05
0.0089 0.0011592631687412484 6.333937637395575e-05
0.009 0.0011828166906160903 6.211139806845423e-05
0.0091 0.0011869400492021491 6.151075349061364e-05
0.0092 0.0012261980042391196 6.369915650466464e-05
0.0093 0.0012418423706735085 6.71779069761191e-05
0.0094 0.0012746222969962514 6.961479445155427e-05
0.0095 0.0012885952034677143 6.58938380202282e-05
