500 	 0.000000E+00 	 1.000000E+00 	 3.138879E-05 	 INF 
1000 	 3.743295E-02 	 1.000000E+00 	 -4.285331E-05 	 -2.365242E+00 
1500 	 3.757901E-02 	 1.000000E+00 	 1.380273E-04 	 -4.220925E+00 
2000 	 3.925774E-02 	 1.000000E+00 	 -7.050298E-05 	 -1.510790E+00 
2500 	 4.115738E-02 	 1.000000E+00 	 2.344111E-06 	 -1.033248E+00 
3000 	 3.902647E-02 	 1.000000E+00 	 2.099340E-05 	 7.955805E+00 
3500 	 3.634324E-02 	 1.000000E+00 	 -4.776072E-05 	 -3.275035E+00 
4000 	 4.448913E-02 	 1.000000E+00 	 1.291913E-05 	 -1.270497E+00 
4500 	 4.495643E-02 	 1.000000E+00 	 -1.495700E-05 	 -2.157741E+00 
5000 	 4.446310E-02 	 1.000000E+00 	 6.295408E-06 	 -1.420900E+00 
5500 	 4.757481E-02 	 1.000000E+00 	 6.168303E-06 	 -2.019011E-02 
6000 	 4.306172E-02 	 1.000000E+00 	 1.576378E-07 	 -9.744439E-01 
6500 	 4.055662E-02 	 1.000000E+00 	 7.247671E-06 	 4.497673E+01 
7000 	 3.981134E-02 	 1.000000E+00 	 -1.332234E-05 	 -2.838155E+00 
7500 	 3.882790E-02 	 1.000000E+00 	 5.398548E-06 	 -1.405225E+00 
8000 	 4.414039E-02 	 1.000000E+00 	 -2.498305E-06 	 -1.462774E+00 
8500 	 4.736000E-02 	 1.000000E+00 	 4.232921E-05 	 -1.794317E+01 
9000 	 4.833722E-02 	 1.000000E+00 	 1.402487E-06 	 -9.668671E-01 
9500 	 4.827257E-02 	 1.000000E+00 	 -1.011480E-05 	 -8.212047E+00 
10000 	 4.719029E-02 	 1.000000E+00 	 -3.125692E-06 	 -6.909785E-01 
10500 	 4.505059E-02 	 1.000000E+00 	 2.125059E-06 	 -1.679868E+00 
11000 	 4.242875E-02 	 1.000000E+00 	 4.735252E-07 	 -7.771707E-01 
11500 	 3.994432E-02 	 1.000000E+00 	 -5.548001E-07 	 -2.171638E+00 
12000 	 3.819079E-02 	 1.000000E+00 	 -1.140115E-07 	 -7.944998E-01 
12500 	 3.749183E-02 	 1.000000E+00 	 -1.520932E-07 	 3.340160E-01 
13000 	 3.790905E-02 	 1.000000E+00 	 -7.952064E-08 	 -4.771585E-01 
13500 	 3.929497E-02 	 1.000000E+00 	 -1.553336E-07 	 9.533740E-01 
14000 	 4.137294E-02 	 1.000000E+00 	 -8.056856E-08 	 -4.813190E-01 
14500 	 4.377661E-02 	 1.000000E+00 	 -2.069830E-08 	 -7.430971E-01 
15000 	 4.605103E-02 	 1.000000E+00 	 2.535512E-09 	 -1.122499E+00 
15500 	 4.773840E-02 	 1.000000E+00 	 1.348701E-09 	 -4.680754E-01 
16000 	 4.852942E-02 	 1.000000E+00 	 8.603862E-09 	 5.379369E+00 
16500 	 4.827449E-02 	 1.000000E+00 	 6.526390E-09 	 -2.414581E-01 
17000 	 4.693391E-02 	 1.000000E+00 	 -3.461261E-10 	 -1.053035E+00 
17500 	 4.464417E-02 	 1.000000E+00 	 -2.663872E-09 	 6.696247E+00 
18000 	 4.190092E-02 	 1.000000E+00 	 -8.285288E-11 	 -9.688976E-01 
18500 	 3.937908E-02 	 1.000000E+00 	 2.678102E-10 	 -4.232358E+00 
19000 	 3.763882E-02 	 1.000000E+00 	 -1.779138E-09 	 -7.643281E+00 
19500 	 3.697815E-02 	 1.000000E+00 	 -1.153230E-08 	 5.481957E+00 
20000 	 3.743652E-02 	 1.000000E+00 	 -2.118541E-08 	 8.370500E-01 
20500 	 3.885950E-02 	 1.000000E+00 	 -3.066015E-08 	 4.472294E-01 
21000 	 4.097623E-02 	 1.000000E+00 	 -3.505977E-08 	 1.434966E-01 
21500 	 4.343498E-02 	 1.000000E+00 	 -3.591730E-08 	 2.445899E-02 
22000 	 4.579898E-02 	 1.000000E+00 	 -3.374453E-08 	 -6.049357E-02 
22500 	 4.760449E-02 	 1.000000E+00 	 -2.903180E-08 	 -1.396591E-01 
23000 	 4.851655E-02 	 1.000000E+00 	 -2.290677E-08 	 -2.109766E-01 
23500 	 4.837678E-02 	 1.000000E+00 	 -1.727176E-08 	 -2.459978E-01 
24000 	 4.715588E-02 	 1.000000E+00 	 -1.131300E-08 	 -3.450000E-01 
24500 	 4.498569E-02 	 1.000000E+00 	 -6.483379E-09 	 -4.269090E-01 
25000 	 4.236231E-02 	 1.000000E+00 	 -4.485645E-09 	 -3.081315E-01 
25500 	 3.999104E-02 	 1.000000E+00 	 -2.347288E-09 	 -4.767112E-01 
26000 	 3.847328E-02 	 1.000000E+00 	 -1.717654E-09 	 -2.682388E-01 
26500 	 3.813744E-02 	 1.000000E+00 	 -3.055329E-09 	 7.787801E-01 
27000 	 3.901345E-02 	 1.000000E+00 	 -1.104957E-09 	 -6.383510E-01 
