1000 0.002412
1500 0.005137
2000 0.008082
2500 0.009003
3000 0.009304
3500 0.012400
4000 0.010330
4500 0.013159
5000 0.007711
5500 0.013113
6000 0.011042
6500 0.006975
7000 0.015139
7500 0.009246
8000 0.006639
8500 0.015139
9000 0.008661
9500 0.004886
10000 0.011736
10500 0.011901
11000 0.006203
11500 0.005288
12000 0.015309
12500 0.008824
13000 0.004668
13500 0.003497
14000 0.014469
14500 0.010368
15000 0.005481
15500 0.007640
16000 0.014045
16500 0.007411
17000 0.004223
17500 0.010946
18000 0.012256
18500 0.006361
19000 0.003914
19500 0.012856
20000 0.011333
20500 0.005883
21000 0.003313
21500 0.007119
22000 0.014066
22500 0.007409
23000 0.004260
23500 0.011420
24000 0.012042
24500 0.006245
25000 0.003430
25500 0.004701
26000 0.015270
26500 0.008566
27000 0.004811
27500 0.011654
28000 0.011953
28500 0.006209
29000 0.004121
29500 0.014325
30000 0.010469
30500 0.005471
31000 0.004555
31500 0.015315
32000 0.009266
32500 0.004872
33000 0.003014
33500 0.010813
34000 0.012310
34500 0.006383
35000 0.004401
35500 0.014830
36000 0.010000
36500 0.005234
37000 0.003429
37500 0.013092
38000 0.011206
38500 0.005877
39000 0.007172
39500 0.014311
40000 0.007619
40500 0.004374
41000 0.011568
41500 0.011979
42000 0.006219
42500 0.003936
43000 0.013457
43500 0.010993
44000 0.005713
44500 0.003221
45000 0.006763
45500 0.014232
46000 0.007526
46500 0.004260
47000 0.010581
47500 0.012459
48000 0.006463
48500 0.003558
49000 0.005746
49500 0.014838
50000 0.008011
50500 0.004516
51000 0.011189
51500 0.012174
52000 0.006316
52500 0.003600
53000 0.009099
53500 0.013112
54000 0.006833
54500 0.004956
55000 0.015261
55500 0.009462
56000 0.005002
56500 0.005425
57000 0.015127
57500 0.008398
58000 0.004549
58500 0.007661
59000 0.013934
59500 0.007325
60000 0.003926
60500 0.002226
61000 0.003028
61500 0.015218
62000 0.009682
62500 0.005075
63000 0.003967
63500 0.015044
64000 0.009823
64500 0.005182
65000 0.005877
65500 0.014970
66000 0.008177
66500 0.004343
67000 0.002601
67500 0.008281
68000 0.013475
68500 0.007027
69000 0.004572
69500 0.014599
70000 0.010248
70500 0.005361
71000 0.004127
71500 0.015066
72000 0.009745
72500 0.005159
73000 0.006216
73500 0.014768
74000 0.007981
74500 0.004263
75000 0.003780
75500 0.015209
76000 0.009649
76500 0.005102
77000 0.006295
77500 0.014739
78000 0.007942
78500 0.004240
79000 0.003649
79500 0.015067
80000 0.009798
80500 0.005316
81000 0.010391
81500 0.012594
82000 0.006555
82500 0.004629
83000 0.015076
83500 0.009765
84000 0.005143
84500 0.005190
85000 0.015223
85500 0.008585
86000 0.004539
86500 0.002531
87000 0.002025
87500 0.011836
88000 0.011764
88500 0.006141
89000 0.006235
89500 0.014880
90000 0.008124
90500 0.004558
91000 0.010794
91500 0.012337
92000 0.006405
92500 0.003751
93000 0.010897
93500 0.012290
94000 0.006372
94500 0.003552
95000 0.007159
95500 0.014106
96000 0.007430
96500 0.004281
97000 0.011659
97500 0.011928
98000 0.006186
98500 0.003405
99000 0.004883
99500 0.015193
100000 0.008442
100500 0.004565
101000 0.007711
101500 0.013906
102000 0.007306
102500 0.003971
103000 0.005828
103500 0.014833
104000 0.008017
104500 0.004448
105000 0.009910
105500 0.012784
106000 0.006641
106500 0.003695
107000 0.007484
107500 0.013903
108000 0.007314
108500 0.004736
109000 0.014670
109500 0.010189
110000 0.005345
110500 0.004945
111000 0.015302
111500 0.008825
112000 0.004722
112500 0.006322
113000 0.014650
113500 0.007868
114000 0.004191
114500 0.002453
115000 0.006483
115500 0.014317
116000 0.007585
116500 0.004643
117000 0.013919
117500 0.010691
118000 0.005591
118500 0.004532
119000 0.015309
119500 0.009359
120000 0.004948
120500 0.005272
121000 0.015170
121500 0.008479
122000 0.004497
122500 0.003195
123000 0.013646
123500 0.010903
124000 0.005695
124500 0.005664
125000 0.015098
125500 0.008384
126000 0.004485
126500 0.005207
127000 0.015143
127500 0.008424
128000 0.004686
128500 0.010566
129000 0.012439
129500 0.006462
130000 0.003805
130500 0.011258
131000 0.012107
131500 0.006281
132000 0.004002
132500 0.013664
133000 0.010861
133500 0.005649
134000 0.003239
134500 0.008104
135000 0.013558
135500 0.007087
136000 0.004380
136500 0.013721
137000 0.010847
137500 0.005648
138000 0.003628
138500 0.013191
139000 0.011160
139500 0.005826
140000 0.005800
140500 0.015074
141000 0.008336
141500 0.004460
142000 0.005258
142500 0.015166
143000 0.008412
143500 0.004545
144000 0.007565
144500 0.013984
145000 0.007358
145500 0.003961
146000 0.003977
146500 0.015332
147000 0.009271
147500 0.004965
148000 0.007658
148500 0.013959
149000 0.007349
149500 0.004004
150000 0.006222
150500 0.014637
151000 0.007841
151500 0.004633
152000 0.013195
152500 0.011136
153000 0.005797
153500 0.003932
154000 0.014289
154500 0.010479
155000 0.005477
