# zeta    SD    SD_err
0.0242 0.0038505425590135995 0.00010042103252647805
0.0244 0.0038400303361789995 9.897221657533357e-05
0.0246 0.003844164366608171 0.00010465698944370416
0.0248 0.003836032333427339 0.00010376348631155578
0.025 0.0038210774016107026 0.00010030103794829883
0.0252 0.0038249104966783212 9.625549767281632e-05
0.0254 0.0038194728476060673 0.0001023063753043258
0.0256 0.0038018381765897134 9.814043512304391e-05
0.0258 0.0038098737865052694 9.228970828010877e-05
0.026 0.003817216161078646 9.773166756237611e-05
0.0262 0.0038030526229300326 9.618435110873987e-05
0.0264 0.003808583642720743 9.783159653988196e-05
0.0266 0.0037941848497371608 9.371477547419733e-05
0.0268 0.0037999092842823236 9.605935749083398e-05
0.027 0.0037942403903284782 9.329535650622776e-05
0.0272 0.0037802867504694664 0.00010171945108418515
0.0274 0.0037832550991143857 9.763548328865135e-05
0.0276 0.003776370263622861 9.926143464431968e-05
0.0278 0.003775049356627672 8.80313671421971e-05
0.028 0.003777532744053981 9.811285983471296e-05
0.0282 0.0037539614621889764 9.608236235460667e-05
0.0284 0.003750356993137453 9.421926839059965e-05
0.0286 0.0037459648050635766 0.00010016862699238793
0.0288 0.0037509266691845627 9.69920211720309e-05
0.029 0.0037461491914731583 9.861535870689239e-05
0.0292 0.0037437479508341635 9.704699950631576e-05
0.0294 0.003745983621023322 9.986621466618523e-05
0.0296 0.003751235741392428 0.00010183700213306634
0.0298 0.003753245509818802 9.762478171871301e-05
0.03 0.003711602771566483 9.524264744326056e-05
0.0302 0.003707310472566332 9.783463898854717e-05
0.0304 0.0037413717856422664 9.958977043720248e-05
0.0306 0.003675482590732134 0.00011722875518649172
0.0308 0.001388480067834969 5.320615420468313e-05
0.031 0.003648451867487771 9.425010411506004e-05
0.0312 0.0036681212471747714 9.195945805357575e-05
0.0314 0.003699457420703744 9.519408618488282e-05
0.0316 0.0037144039215464973 8.824182362575424e-05
0.0318 0.003687217837933501 9.208912970620729e-05
0.032 0.0036843700023070428 9.715358406960291e-05
0.0322 0.003701420036958789 9.813562193732352e-05
0.0324 0.003691426578488999 9.486789782312598e-05
0.0326 0.003689376011617683 9.41556946458294e-05
0.0328 0.003682202083505874 9.624417179905839e-05
0.033 0.0036883592471314394 9.87857291968858e-05
0.0332 0.0036776323946120554 9.644866228692433e-05
0.0334 0.003672462442963168 9.469217363812834e-05
0.0336 0.0036922731980143344 9.765553988030654e-05
0.0338 0.0036919984899644797 9.936152750021621e-05
0.034 0.0036728085392380588 8.651818636346742e-05
0.0342 0.0036829410395463843 9.836036585886112e-05
0.0344 0.003687670576986914 9.532789042230306e-05
0.0346 0.00368352799379888 9.315832930238882e-05
0.0348 0.0036838730164868603 9.478404726068982e-05
0.035 0.0036884739174352314 9.380036789194148e-05
0.0352 0.003688608644431529 0.00010680477237322374
0.0354 0.003687021321595523 9.661644178495607e-05
0.0356 0.003689862465563588 9.586915457872345e-05
0.0358 0.0036873972008687915 9.655813299199461e-05
0.036 0.003696814173957761 9.239248079647408e-05
0.0362 0.003696628042635613 9.77903368622833e-05
0.0364 0.0036975857228196884 8.65677951914058e-05
0.0366 0.0036977654945622228 9.605579992703442e-05
0.0368 0.0037035693947832272 9.937141701946916e-05
0.037 0.0037005225817409895 9.713740086392304e-05
0.0372 0.003709634737541555 9.536145420320625e-05
0.0374 0.003704665743623168 8.864576178460387e-05
0.0376 0.0037133809039068427 8.894194309695906e-05
0.0378 0.003709975030697646 9.344575697996051e-05
0.038 0.0037101333166747524 0.00010069875797391979
0.0382 0.0037100387069375703 9.89390969165357e-05
0.0384 0.0037118245766064968 8.751555050655015e-05
0.0386 0.0037158776750553834 8.683969221801776e-05
0.0388 0.003725356737065593 8.936134751197936e-05
0.039 0.0037208925511898355 9.68345278799722e-05
0.0392 0.003711022388476658 9.216612395624276e-05
0.0394 0.0037396784659112074 9.479872723606973e-05
0.0396 0.003737417079210588 8.80377391585119e-05
0.0398 0.003720500926592413 9.037850619946983e-05
0.04 0.003760974427512104 8.740344399701249e-05
0.0402 0.0037246799459785805 9.458175700054354e-05
0.0404 0.003689027453557373 9.446618770614071e-05
0.0406 0.0036911854527238268 9.191900625417398e-05
0.0408 0.005223028211141024 1.9269918501214243e-05
0.041 0.0037507039971683984 9.33867617155747e-05
0.0412 0.00377696072550073 8.93325897753224e-05
0.0414 0.0037212892770651412 8.818045849957861e-05
0.0416 0.0037965223365074513 9.42942696618936e-05
0.0418 0.003745863917122457 8.917248583408126e-05
0.042 0.0037663400732143135 8.892049621589897e-05
0.0422 0.0037727112285960876 0.00010249497509381427
0.0424 0.003771432104250983 9.102200416977195e-05
0.0426 0.0037709215100688587 8.984718173799176e-05
0.0428 0.003788696087046307 0.00010126139331035552
0.043 0.003799409254657229 9.935216597258606e-05
0.0432 0.0037964660535786438 9.738882492697254e-05
0.0434 0.003804719307567248 8.915833349175971e-05
0.0436 0.003811637454677451 8.834630036723762e-05
0.0438 0.0038176181132710224 9.574714925470044e-05
0.044 0.00383370956964335 0.00010018006995201862
0.0442 0.0038347583495052196 8.875396577301653e-05
0.0444 0.0038326069939370253 8.949427596344689e-05
0.0446 0.0038530026777793707 0.00010122574764274109
0.0448 0.0038483183634413615 9.622789767641424e-05
0.045 0.0038635292506948877 9.11627352713905e-05
0.0452 0.00386669725020915 9.746195878667804e-05
0.0454 0.0038743077704281575 9.355468023478847e-05
0.0456 0.003876777482652312 0.00010295385236903026
0.0458 0.0038905002278755876 0.00010105950322038911
0.046 0.003880430967701912 0.00010253287377521128
0.0462 0.003881913291149095 0.00012618950518490608
0.0464 0.003901672848138347 9.718939301341198e-05
0.0466 0.0038973937760893498 9.782806670823034e-05
0.0468 0.003907455274085041 0.00010042774655977198
0.047 0.003920083744207514 0.00010160678295741657
0.0472 0.003931377609375624 9.345556794346753e-05
0.0474 0.0039296182689798256 8.88183125802943e-05
0.0476 0.003927408764198094 0.00010007876157793674
0.0478 0.003943688112972424 0.00010423149148746002
0.048 0.003940922374000787 9.585347918116414e-05
0.0482 0.0039680161763751675 9.346660880073499e-05
0.0484 0.003965937510069341 0.00010347550285525228
0.0486 0.003979715910162432 9.920346171401056e-05
0.0488 0.003992311970021256 9.591883149136987e-05
0.049 0.004014787073943026 0.00010579466589360203
0.0492 0.004098728623500219 0.0001095058135790561
0.0494 0.004139625673403333 0.00012151287032213757
0.0496 0.0041682400472981395 0.00011505954455689927
0.0498 0.004169444197480043 0.00012442807268282625
0.05 0.004175639503345566 0.00012452850362184903
0.0502 0.004219585421433604 0.0001228137270138451
0.0504 0.0041344858657879095 0.00012666088930413395
0.0506 0.004291684877760715 0.0001386639600405252
0.0508 0.004288007596355212 0.0001434110821380743
0.051 0.004383699733512779 0.00016440330549932048
0.0512 0.004305199096394962 0.0001723940254353219
0.0514 0.004526704045083464 0.0001832012996621765
0.0516 0.004758457093050225 0.00029572004802534175
0.0518 0.004397909728211802 0.0001552947733358307
0.052 0.0045944992882549236 0.0001666764477973189
0.0522 0.004700763932062001 0.00021043709387381427
0.0524 0.005732496684264196 0.00028795371359292333
0.0526 0.004582520261591868 0.00027220037689668677
0.0528 0.004703214882606896 0.00025855212947639613
0.053 0.004355486990900099 0.0002120954702012903
0.0532 0.004498259906316552 0.00018533000163044195
0.0534 0.005412827903148224 0.00023555053590906304
0.0536 0.0046689674145254 0.0001972668662321022
0.0538 0.00507683850587893 0.0002205573301755422
0.054 0.004709523582887658 0.000206182518427217
0.0542 0.0053023460510207175 0.00025752214228736146
0.0544 0.004837928006675482 0.00020255647184908859
0.0546 0.005813510577179249 0.00027473385637137067
0.0548 0.004889166031789061 0.00022792362897971794
0.055 0.0049106172984641145 0.0002331935177971317
0.0552 0.004963446288696494 0.00019541088986791503
0.0554 0.004757175207778246 0.00021508036274205848
0.0556 0.004684346876299833 0.00023269143532469682
0.0558 0.004708008335920827 0.000223894765040042
0.056 0.004965314032606599 0.00021488644491686896
0.0562 0.005537971374914735 0.00022564961325273415
0.0564 0.004672188215001617 0.00022849138718191076
0.0566 0.004813505358883482 0.00020071781587963674
0.0568 0.00494381480862451 0.00024087204716248368
0.057 0.005097267683963144 0.0002783643211496127
0.0572 0.005794910837588443 0.00026360006591470984
0.0574 0.004893320327385077 0.0002884130017822235
0.0576 0.004903940535525997 0.0002150311765705919
0.0578 0.004141649207667761 0.0002436030780227904
0.058 0.0053689268166366355 0.0002136352815065384
0.0582 0.00532340417430191 0.00026586424912727555
0.0584 0.005948735521266263 0.00028118056447039974
0.0586 0.005425884909754352 0.0002405381848516809
0.0588 0.00530497711455714 0.0002968485468055378
0.059 0.005083913854462918 0.00025556088643517765
0.0592 0.004987814594386504 0.00026989898250678884
0.0594 0.005248822672904848 0.00026016040083609425
0.0596 0.005223871954668778 0.00024083867675771963
0.0598 0.004942208797185222 0.0002647355695094801
0.06 0.005859098586726033 0.00026267830222412883
0.0602 0.004951861453069946 0.0001803298623387223
0.0604 0.005989261785721176 0.00026694873616788645
0.0606 0.005932982556098998 0.00028480939067006516
0.0608 0.006440058128239217 0.0002370481439355145
0.061 0.005972134085902627 0.00032206675257930327
0.0612 0.005442687801766697 0.0002606219453625806
0.0614 0.004971374052993297 0.00025931139043277533
0.0616 0.004499969081271559 0.0003005279576416601
0.0618 0.0052981447386703205 0.0002732668401180108
0.062 0.005068766546370034 0.00025131365262124694
0.0622 0.005743486169459713 0.000294273042245756
0.0624 0.005014463274130144 0.0002661901686359098
0.0626 0.006277496421631796 0.0002792034533964042
0.0628 0.004848884757650464 0.00025645523386430417
0.063 0.004883713045204438 0.00027832083665499895
0.0632 0.005291001918266521 0.0002557636575843908
0.0634 0.006223387784800172 0.0002938518587803041
0.0636 0.006079523961331183 0.00027453832895337437
0.0638 0.004794917070479426 0.00022917661232420064
0.064 0.004116339350900871 0.00023077373502703499
0.0642 0.00503562456031027 0.0002753555839229641
0.0644 0.005329171096331493 0.00026501430542575364
0.0646 0.005057155841159633 0.00029256667736953624
0.0648 0.004488579551160923 0.00023819467388411225
0.065 0.005553420307666259 0.00026677255779572554
0.0652 0.005552991492439008 0.0002786993623004013
0.0654 0.004928541465583403 0.00025597354836180935
0.0656 0.005238840320147198 0.0002675816707753952
0.0658 0.0060585371408533924 0.00027361242613836945
0.066 0.005906197557970357 0.0002833888344867015
0.0662 0.005485716849580827 0.0002864652245861116
0.0664 0.0053550088379362175 0.00030096803024828384
0.0666 0.005788948694657347 0.00026467209095891236
0.0668 0.005587031709179302 0.00028338452960459837
0.067 0.00509861268246324 0.0002712253083328905
0.0672 0.005776515483297435 0.00032704485682245535
0.0674 0.004848127336147433 0.00022279444356663254
0.0676 0.004721941363440995 0.0003034424450345292
0.0678 0.005700378936211171 0.0002527477196735987
0.068 0.004972932739015781 0.00029239612472524006
0.0682 0.00440029212979093 0.00025835816309585733
0.0684 0.005018649213062714 0.00023830030617324707
0.0686 0.005412415283688051 0.00031738578727051955
0.0688 0.005696342741619398 0.000366374083244848
0.069 0.004560837240233421 0.00025958367732932606
0.0692 0.005146655968371598 0.00028664229525265505
0.0694 0.0054906289906507975 0.0002659157329262374
0.0696 0.005017574049279193 0.00031239334137815757
0.0698 0.005376546660961849 0.0003029993428750686
0.07 0.005250873073870668 0.00034985789007362355
0.0702 0.006895918097860502 0.00034242125876431166
0.0704 0.005168927936175451 0.0002591668584828309
0.0706 0.005654724035686887 0.0003050903344440685
0.0708 0.005508952556521067 0.0002780417750726459
0.071 0.00558881428934394 0.0002916594952808665
0.0712 0.005520159319419594 0.0003306657439728324
0.0714 0.005728873120813115 0.0003089481085548022
0.0716 0.0052123593773933125 0.0003309648732918724
0.0718 0.00541709347343204 0.00022831166852407033
0.072 0.005570432950130537 0.0003166234596292473
0.0722 0.005302511079099694 0.00029002303156165583
0.0724 0.005481712577833226 0.0002934725758154395
0.0726 0.005771877496750949 0.00027911365728755424
0.0728 0.005963547005901773 0.00033588436023274576
0.073 0.0056573307919901596 0.00030970618169093045
0.0732 0.00557379739450359 0.00026019805300981074
0.0734 0.006254340375193453 0.0003480843495794743
0.0736 0.005837310918385279 0.000297014060771184
0.0738 0.005606511606079131 0.0003327536138242436
0.074 0.005215957615471966 0.0002676252092706841
0.0742 0.005125596558253 0.00026829092360898115
0.0744 0.005367687615388958 0.00023068478293208138
0.0746 0.006006835060726655 0.00037487242369520034
0.0748 0.005911685906837405 0.00030262317290863404
0.075 0.006112298626997866 0.0003081864130050957
0.0752 0.006015094785020016 0.00026683649726328394
0.0754 0.005833917573972057 0.0002530007957830731
0.0756 0.005874799443978917 0.00032214670275253866
0.0758 0.005601677435875793 0.0002815234916078263
0.076 0.005726373733242967 0.00031320121232609213
0.0762 0.006389389063525558 0.0003118180334326069
0.0764 0.006046176453892162 0.00028833251136330975
0.0766 0.005517908774744287 0.0003171962404123495
0.0768 0.006269636193494404 0.0003146057630722199
0.077 0.0062367158045541085 0.0002509449162919934
0.0772 0.005878838204099089 0.0002949584879851563
0.0774 0.005908294102903138 0.00024751186850655493
0.0776 0.006281898756896676 0.0003343855998324571
0.0778 0.006169368406085019 0.00036826112291309245
0.078 0.005658898231378613 0.00034112166109124116
0.0782 0.005721502417853199 0.0003171493378718397
0.0784 0.006644197921448081 0.0003624176204446546
0.0786 0.006143624660499696 0.0003214018468322568
0.0788 0.0059391357002324 0.00027082553051435546
0.079 0.005603947592759946 0.00027607135546152926
0.0792 0.006152919936908005 0.0003007468131257865
0.0794 0.006236015325798999 0.0003207469700450286
0.0796 0.006090234253877268 0.00027587392885790676
0.0798 0.006248408271133937 0.00039860807364345576
0.08 0.0062833548734553425 0.0003277028951720827
0.0802 0.006156606060466676 0.0002825640560064188
0.0804 0.006195086733363787 0.0003372410056370286
0.0806 0.005858460022563524 0.0003162700275518497
0.0808 0.006362771894699275 0.0003261060726595866
0.081 0.005980076903385106 0.00028384276028339155
0.0812 0.006389325721983502 0.00029978514869373837
0.0814 0.006573167015982478 0.00029698868567915623
0.0816 0.006455750658271662 0.0002784551331004119
0.0818 0.0061869827551864895 0.0002865266015614755
0.082 0.00580782318773566 0.0003356933732649788
0.0822 0.0064067667510141185 0.00032853896604606505
0.0824 0.006500106264652525 0.000299987989866917
0.0826 0.006241156205734239 0.00034749704979917883
0.0828 0.006255653163339541 0.00028368037219713533
0.083 0.005956961417325111 0.00027176132733346754
0.0832 0.006396228185665361 0.00026034844149085655
0.0834 0.006219957392908732 0.0002670797523167789
0.0836 0.006434402230969089 0.0003125429180808331
0.0838 0.0061742121843013295 0.0003464197765334452
0.084 0.006172887671501483 0.0003095213359415393
0.0842 0.006287840114297994 0.00030789355872106844
0.0844 0.006389513394422145 0.0002736739005295634
0.0846 0.00616506041298664 0.00033509157109015415
0.0848 0.006602109003485174 0.0003069100894953825
0.085 0.006623235402563841 0.000259682744345344
0.0852 0.005908861253033447 0.0002960357741021254
0.0854 0.006628770133197786 0.00031498453364915875
0.0856 0.006967180067069818 0.00035571108668571013
0.0858 0.007026230319310634 0.00030938712736190883
0.086 0.006632528020368628 0.00026466938195473876
0.0862 0.007203394106364027 0.00042918261021869774
0.0864 0.006429156976766082 0.00030394640576349635
0.0866 0.006270465191825883 0.00036731020685762806
0.0868 0.0069810928520808975 0.0003267409399429433
0.087 0.0065456111287927115 0.0003230227555948145
0.0872 0.00688250293856639 0.00032481259300460815
0.0874 0.007340616292204286 0.0003829965824182214
0.0876 0.006233982134687266 0.00028778077734683134
0.0878 0.006528561994756195 0.00035443658212267105
0.088 0.006447538952274736 0.00035926500563438293
0.0882 0.0064229912679296085 0.0003920102603007188
0.0884 0.006585971800539385 0.00037061738978544123
0.0886 0.006649128060563656 0.0003338424028305675
0.0888 0.006968429607881534 0.000297784143632702
0.089 0.00675085828821047 0.00034070900339344646
0.0892 0.007217603525817971 0.000344265347216718
0.0894 0.006624703879372648 0.00033044926234822417
0.0896 0.007210676385582701 0.0003533170371625631
0.0898 0.00705410885991987 0.0003342521747526871
0.09 0.007217404946334589 0.0004442765698264279
