# zeta    SD    SD_err
0.0001 0.0 0.0
0.0002 0.0 0.0
0.0003 0.0 0.0
0.0004 0.0 0.0
0.0005 0.0 0.0
0.0006 0.0 0.0
0.0007 4.853864439804642e-07 1.9342060378061008e-08
0.0008 1.565948913598397e-05 1.020101576338668e-06
0.0009 4.0772250367130824e-05 1.8821957843541696e-06
0.001 0.0002804814603498777 1.7877399031001287e-05
0.0011 0.00030302650445134335 1.6749915617416123e-05
0.0012 0.0003099056630653915 1.7258483772650496e-05
0.0013 0.00029320595423694933 1.938810161407717e-05
0.0014 0.0003226392437382657 2.0121085752872708e-05
0.0015 0.00034550273457673237 2.1936421150961315e-05
0.0016 0.00034702816081695734 2.0280322627194307e-05
0.0017 0.00038736682150127417 1.980461859727311e-05
0.0018 0.0004007110425231628 2.1993957936264452e-05
0.0019 0.0004432307881905317 2.347762677856102e-05
0.002 0.00047158320411142717 2.3415947486338254e-05
0.0021 0.0005128492191668034 2.721308720837526e-05
0.0022 0.0005462342340058887 2.917163675889845e-05
0.0023 0.0005706121078280761 3.22977268601151e-05
0.0024 0.000603131622119086 3.2829090227739844e-05
0.0025 0.0006432176455912883 3.705162986678394e-05
0.0026 0.0006915266036820277 4.185306194706195e-05
0.0027 0.0007497765184373274 4.04215173056662e-05
0.0028 0.0007900644836973752 4.324628916403631e-05
0.0029 0.0008580692375327297 5.0794883709678116e-05
0.003 0.000901341504425487 5.6672067816842564e-05
0.0031 0.000989031474524446 5.901321347355325e-05
0.0032 0.001079150046286428 5.903995199858175e-05
0.0033 0.001113470348774497 6.696060181142965e-05
0.0034 0.0012203773350894385 7.144780189160543e-05
0.0035 0.0012875354820741833 8.413512765288046e-05
0.0036 0.001419497517292651 8.51825176895261e-05
0.0037 0.0015699276926024331 9.667703891248299e-05
0.0038 0.0018106409698225654 0.00013048134388838082
0.0039 0.0017889728674297999 0.00012264646717537729
0.004 0.0017840499913399286 0.00011139293762648831
0.0042 0.0018447066026878094 0.00010877987095830179
0.0044 0.001785310459948073 9.954097359898682e-05
0.0046 0.0019797180531580753 0.00012985002492169924
0.0048 0.001818763393077835 9.662525024505714e-05
0.005 0.0017526084136509218 9.268019027506604e-05
0.0052 0.001717750622180065 8.906188931279019e-05
0.0054 0.0016886750517491518 9.333086751619187e-05
0.0056 0.0017116096271054333 9.249078375272352e-05
0.0058 0.0016751467189473287 8.469941710451897e-05
0.006 0.0016685097302683017 8.74363798451999e-05
0.0062 0.0016732863545729404 8.471846356526064e-05
0.0064 0.001692430107153616 8.703611821932269e-05
0.0066 0.0016988398987544415 9.144895679676075e-05
0.0068 0.0016877664981862865 9.386038308732445e-05
0.007 0.0016987330389440245 8.520388359369717e-05
0.0072 0.0017331481668916829 9.342400753451791e-05
0.0074 0.0017481581754520957 8.965794059958655e-05
0.0076 0.0017335361364563475 9.591284636825886e-05
0.0078 0.001751355830892169 9.190272761157965e-05
0.008 0.0017719975802466547 0.0001010399368381453
0.0082 0.0017928921997710848 9.469638945209319e-05
0.0084 0.0017985481660494945 0.0001038306355646294
0.0086 0.0018074091220307595 8.937094208456754e-05
0.0088 0.0018158370900496553 9.565386224591006e-05
0.009 0.0018403443347373882 9.628095412390129e-05
0.0092 0.0018532357320103666 0.0001001839899719755
0.0094 0.0018401729957805597 9.773755737566898e-05
0.0096 0.001904210546026883 0.00010235110240007259
0.0098 0.0019154017713263187 9.424872457609996e-05
0.01 0.001909526541213816 0.00010137790653168085
0.0102 0.0019082776774882635 0.00010136817991324262
0.0104 0.0019464844812122184 9.964143460338199e-05
0.0106 0.0019629219791932636 9.713240609272244e-05
0.0108 0.001972697863941663 0.00011567827048465232
0.011 0.001974813652373307 0.00010559946281046056
0.0112 0.002028961635517044 0.00010089752020120963
0.0114 0.002059357569340497 0.00011258490727060624
0.0116 0.002031635569288941 0.00010497729662143505
0.0118 0.0020997390105439292 0.000107331868450837
0.012 0.0031153217696411393 0.0002781811104079448
0.0122 0.002069109822218241 0.0001082909237729683
0.0124 0.0024586931293677137 0.00020178759032367271
0.0126 0.002248231504182788 0.00016995325844895042
0.0128 0.0021065903283742663 0.0001224397942841846
0.013 0.0018594702481083156 0.00010921040853998455
0.0132 0.002118958253104577 0.00024008557175891708
0.0134 0.002310894818549732 0.00010038660137917066
