1000 0.041986
1500 0.045594
2000 0.052992
2500 0.062147
3000 0.070846
3500 0.061625
4000 0.065445
4500 0.064187
5000 0.057782
5500 0.066139
6000 0.064785
6500 0.066320
7000 0.060652
7500 0.054164
8000 0.064982
8500 0.051673
9000 0.040392
9500 0.049762
10000 0.061062
10500 0.064822
11000 0.065436
11500 0.063662
12000 0.066014
12500 0.070426
13000 0.058320
13500 0.065356
14000 0.068290
14500 0.053843
15000 0.051443
15500 0.051133
16000 0.067948
16500 0.068280
17000 0.052760
17500 0.062065
18000 0.054448
18500 0.064228
19000 0.055760
19500 0.060009
20000 0.068048
20500 0.070630
21000 0.071169
21500 0.064527
22000 0.065779
22500 0.057570
23000 0.056771
23500 0.051824
24000 0.053747
24500 0.054058
