# zeta    mean_speed
0.0001 0.0
0.0002 0.0
0.0003 0.0
0.0004 0.00029956
0.0005 0.00031299999999999996
0.0006 0.00037400000000000004
0.0007 0.0004340000000000001
0.0008 0.0004949999999999999
0.0009 0.0005539999999999999
0.001 0.0006119999999999999
0.0011 0.0006700000000000001
0.0012 0.0007270000000000001
0.0013 0.0010360000000000002
0.0014 0.001103
0.0015 0.0011680000000000002
0.0016 0.001233
0.0017 0.0017129999999999995
0.0018 0.0018069999999999998
0.0019 0.0018999999999999998
0.002 0.0014800000000000002
0.0021 0.0015379999999999999
0.0022 0.0015949999999999994
0.0023 0.001651
0.0024 0.0017059999999999994
0.0025 0.0017600000000000005
0.0026 0.0018129999999999995
0.0027 0.0018649999999999997
0.0028 0.0019160000000000002
0.0029 0.0019659999999999994
0.003 0.002016
0.0031 0.002065000000000001
0.0032 0.002113035
0.0033 0.002161
0.0034 0.0022080250000000006
0.0035 0.00225466
0.0036 0.0022997799999999995
0.0037 0.0023433900000000003
0.0038 0.0023442999999999997
0.0039 0.0023500450000000003
0.004 0.0023697450000000004
0.0042 0.0026555299999999997
0.0044 0.0029944
0.0046 0.0032830949999999998
0.0048 0.0030664950000000002
0.005 0.00322739
0.0052 0.00409089
0.0054 0.003743185
0.0056 0.00439135
0.0058 0.004257445
0.006 0.00454836
0.0062 0.0047684749999999995
0.0064 0.00505081
0.0066 0.005105035
0.0068 0.00512767
0.007 0.005382515000000001
0.0072 0.005526924999999999
0.0074 0.005893275
0.0076 0.005946519999999999
0.0078 0.00602386
0.008 0.006154455
0.0082 0.006444895000000001
0.0084 0.00670485
0.0086 0.0066658099999999994
0.0088 0.00717105
0.009 0.006925345
0.0092 0.00720889
0.0094 0.007242285
0.0096 0.007464874999999999
0.0098 0.007805625
0.01 0.00765636
0.0102 0.007964175
0.0104 0.00795674
0.0106 0.008090115
0.0108 0.00830152
0.011 0.00844139
0.0112 0.00890358
0.0114 0.009317599999999999
0.0116 0.009242305000000001
0.0118 0.008953339999999999
0.012 0.009641795000000002
0.0122 0.009709830000000001
0.0124 0.009804154999999998
0.0126 0.00995092
0.0128 0.01024257
0.013 0.01017285
0.0132 0.010091359999999999
0.0134 0.010492915
0.0136 0.01207894
0.0138 0.010850094999999999
0.014 0.010574055000000002
0.0142 0.010714305
0.0144 0.012077324999999998
0.0146 0.011943945000000001
0.0148 0.011329355
0.015 0.01132241
0.0152 0.012130019999999998
0.0154 0.012635325000000001
0.0156 0.012299039999999999
0.0158 0.01300329
0.016 0.013618885
0.0162 0.012649425
0.0164 0.01287879
0.0166 0.013524935
0.0168 0.012572075000000002
0.017 0.014625095
0.0172 0.01356639
0.0174 0.013775345
0.0176 0.013742655
0.0178 0.013738815
0.018 0.013414975
0.0182 0.013832404999999999
0.0184 0.014686049999999999
0.0186 0.014191505
0.0188 0.014362745000000001
0.019 0.014736830000000001
0.0192 0.014777750000000001
0.0194 0.01589014
0.0196 0.018855455
0.0198 0.015941435
0.02 0.01522673
0.0202 0.015274745000000001
0.0204 0.01641292
0.0206 0.015608630000000002
0.0208 0.01638781
0.021 0.01595332
0.0212 0.016807695
0.0214 0.01617684
0.0216 0.017118954999999998
0.0218 0.016460754999999997
0.022 0.016352705
0.0222 0.01659911
0.0224 0.016304859999999997
0.0226 0.01711065
0.0228 0.01739345
0.023 0.01782864
0.0232 0.017795375
0.0234 0.017473915
0.0236 0.018135365
0.0238 0.018303530000000002
0.024 0.01803258
0.0242 0.01847423
0.0244 0.01830393
0.0246 0.0189479
0.0248 0.018788545
0.025 0.018667370000000003
0.0252 0.019397125
0.0254 0.01893854
0.0256 0.019487240000000003
0.0258 0.019561385
0.026 0.019371305
0.0262 0.020165685
0.0264 0.020147509999999993
0.0266 0.020110669999999997
0.0268 0.019667455
0.027 0.01988314
0.0272 0.01981514
0.0274 0.020870625
0.0276 0.02052957
0.0278 0.021119805000000002
0.028 0.021549045
0.0282 0.020652635
0.0284 0.021721009999999995
0.0286 0.021515305
0.0288 0.02186779
0.029 0.022028295
0.0292 0.02196283
0.0294 0.022263910000000005
0.0296 0.022524770000000003
0.0298 0.02292754
0.03 0.0233101
0.0302 0.02247664
0.0304 0.022498769999999998
0.0306 0.023050560000000005
0.0308 0.022747075
0.031 0.02318669
0.0312 0.023196625
0.0314 0.02372428
0.0316 0.02305548
0.0318 0.02335588
0.032 0.02479647
0.0322 0.024009080000000002
0.0324 0.02435814
0.0326 0.025049245000000005
0.0328 0.02450958
0.033 0.024482985
0.0332 0.025023805
0.0334 0.024531355
0.0336 0.026004199999999998
0.0338 0.025736
0.034 0.025332909999999997
0.0342 0.0253979
0.0344 0.02610235
0.0346 0.025602605
0.0348 0.02530504
0.035 0.025494005
0.0352 0.026305625000000003
0.0354 0.02639681
0.0356 0.027511564999999995
0.0358 0.0256996
0.036 0.026945175
0.0362 0.027528479999999998
0.0364 0.02711917
0.0366 0.027596295
0.0368 0.028237720000000004
0.037 0.027628890000000003
0.0372 0.02722665
0.0374 0.027502415000000006
0.0376 0.02833088
0.0378 0.027639715
0.038 0.02820601
0.0382 0.028584085
0.0384 0.028221645000000004
0.0386 0.028354774999999995
0.0388 0.027905794999999997
0.039 0.029135710000000002
0.0392 0.028957010000000002
0.0394 0.028191425
0.0396 0.029125225
0.0398 0.029350934999999998
0.04 0.02926189
0.0402 0.029127975
0.0404 0.028849365000000002
0.0406 0.029692130000000004
0.0408 0.029853685000000005
0.041 0.02995212
0.0412 0.030333265
0.0414 0.030439900000000006
0.0416 0.02908347
0.0418 0.03077447
0.042 0.031531855000000004
0.0422 0.030013984999999997
0.0424 0.031277660000000006
0.0426 0.03072821
0.0428 0.03150949
0.043 0.03134228
0.0432 0.03197369
0.0434 0.032895570000000006
0.0436 0.031790935
0.0438 0.033286184999999996
0.044 0.031934775
0.0442 0.032279365000000004
0.0444 0.032764585
0.0446 0.032639114999999996
0.0448 0.033041715
0.045 0.032919594999999996
0.0452 0.034244535
0.0454 0.03321395
0.0456 0.03387738
0.0458 0.0336731
0.046 0.03261976
0.0462 0.034272315000000005
0.0464 0.033938405
0.0466 0.034105205
0.0468 0.034452275
0.047 0.035037735
0.0472 0.03517703
0.0474 0.0346017
0.0476 0.03432016500000001
0.0478 0.03426405
0.048 0.033926465
0.0482 0.034896325
0.0484 0.035433025
0.0486 0.034586255
0.0488 0.03568275
0.049 0.034793260000000006
0.0492 0.037048465
0.0494 0.036022275
0.0496 0.03554263
0.0498 0.03601715
0.05 0.03556322
