1000 0.001057
1500 0.001930
2000 0.003513
2500 0.006090
3000 0.009734
3500 0.012964
4000 0.015592
4500 0.016875
5000 0.016948
5500 0.018548
6000 0.019973
6500 0.015096
7000 0.019969
7500 0.019171
8000 0.020640
8500 0.014954
9000 0.010260
9500 0.018246
10000 0.021111
10500 0.018524
11000 0.021928
11500 0.014789
12000 0.018039
12500 0.021594
13000 0.014732
13500 0.021129
14000 0.019924
14500 0.016065
15000 0.023192
15500 0.015989
16000 0.016150
16500 0.023062
17000 0.014689
17500 0.013044
18000 0.023214
18500 0.017773
19000 0.020691
19500 0.020239
20000 0.017981
20500 0.022213
21000 0.014330
21500 0.014619
22000 0.023459
22500 0.017343
23000 0.022254
23500 0.018243
24000 0.013055
24500 0.022181
25000 0.019062
25500 0.019917
26000 0.020899
26500 0.018420
