1000 0.021594
1500 0.027379
2000 0.025863
2500 0.028533
3000 0.026651
3500 0.030792
4000 0.026304
4500 0.030183
5000 0.029313
5500 0.029980
6000 0.029685
6500 0.026679
7000 0.026339
7500 0.029569
8000 0.029383
8500 0.025801
9000 0.030912
9500 0.025759
10000 0.023220
10500 0.025221
11000 0.030207
11500 0.029178
12000 0.025537
12500 0.024748
13000 0.025376
13500 0.024242
14000 0.025624
14500 0.027333
15000 0.031194
15500 0.033624
16000 0.032225
16500 0.031731
17000 0.023926
17500 0.028021
18000 0.030599
18500 0.032942
19000 0.031553
19500 0.029854
20000 0.029881
20500 0.033104
21000 0.032082
21500 0.029546
22000 0.026170
22500 0.026383
23000 0.028922
23500 0.029220
24000 0.027595
24500 0.029090
25000 0.023348
25500 0.023520
26000 0.030303
26500 0.030875
27000 0.030397
27500 0.029379
28000 0.034845
